"School ID","School Name","Type","Authority","Gender","Regional Council","TA with Auckland Local Board","From","To","Number of changes"
1865,"Te Wharekura o Maniapoto","Composite (Year 1-15)","State: Not integrated","Co-Ed","Waikato Region","Waitomo District",2009,2017,2
1865,"Te Wharekura o Maniapoto","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waitomo District",2000,2008,2
1866,"Opotiki School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Opotiki District",2000,2017,1
1867,"Opoutere School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
1868,"Oraka Heights School","Contributing","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2003,1
1869,"Orini Combined School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1870,"Oropi School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
1871,"Otakiri School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1872,"Otamarakau School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
1873,"TKKM o Otepou","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1874,"Otewa School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Otorohanga District",2000,2017,1
1875,"Otonga Road School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1876,"Otorohanga School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Otorohanga District",2000,2017,1
1877,"Otorohanga South School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Otorohanga District",2000,2017,1
1878,"Otumoetai Intermediate","Intermediate","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1879,"Otumoetai Primary School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1880,"St Mary's Catholic School (Otorohanga)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Otorohanga District",2000,2017,1
1881,"Owhata School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1882,"Paengaroa School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
1883,"Paeroa Central School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Hauraki District",2000,2017,1
1884,"Pahoia School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
1885,"Papamoa Primary School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1886,"Parawai School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
1887,"Parawera School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2011,1
1888,"Te Kura o Te Paroa","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1889,"Paterangi School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1891,"Patricia Avenue School","Special School","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1892,"Peachgrove Intermediate","Intermediate","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1893,"Pekerau School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1894,"Pillans Point School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1895,"Piopio Primary School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waitomo District",2000,2017,1
1896,"Piripiri School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waitomo District",2000,2017,1
1897,"Pirongia School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1898,"Pokuru School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1899,"Pongakawa School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
1900,"Te Kura Kotuku Mihinare O Te Waipounamu","Full Primary","Private: Fully Reg.","Co-Ed","Canterbury Region","Christchurch City",2000,2002,1
1901,"Te Kura Hauora","Special School","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2000,1
1902,"Puahue School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1903,"Pukeatua School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1904,"Pukehina School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
1905,"Pukemiro School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1906,"Pukenui School (Te Kuiti)","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waitomo District",2000,2017,1
1907,"Puketaha School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1908,"Pukete School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1909,"Puketurua-Arapuni Combined School","Contributing","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2003,1
1910,"Springhill School","Full Primary","Private: Fully Reg.","Co-Ed","Canterbury Region","Christchurch City",2000,2002,1
1911,"Puriri School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
1912,"Te Puru School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
1913,"Putaruru Intermediate","Intermediate","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2003,1
1914,"Putaruru West School","Contributing","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2003,1
1915,"Putauaki School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Kawerau District",2000,2011,1
1916,"Pyes Pa Road School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
1917,"Te Wharekura o Rakaumangamanga","Composite (Year 1-15)","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1919,"Te Kura o Rangiriri","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1920,"Rangitoto School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waitomo District",2000,2017,1
1921,"Rangiuru School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
1922,"Raukokore School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Opotiki District",2000,2015,1
1923,"Reporoa School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Rotorua District",2000,2017,1
1924,"Rhode Street School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1925,"Richmond Downs School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2003,1
1926,"Richmond Park School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2004,1
1927,"Roto-O-Rangi School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1928,"Koru Grove Waldorf School","Full Primary","Private: Fully Reg.","Co-Ed","Auckland Region","Auckland- Rodney",2000,2007,1
1929,"TKKM o Rotoiti","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1930,"Rotokauri School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1931,"Rotokawa School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1933,"Rotorua Intermediate","Intermediate","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1934,"Rotorua School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1935,"Ficino School","Full Primary","Private: Fully Reg.","Co-Ed","Auckland Region","Auckland- Albert-Eden",2000,2017,1
1937,"Ruawaro Combined School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1938,"Rukuhia School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1939,"Selwyn School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1940,"Silverdale Normal School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1941,"Springdale School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1942,"Hamilton Junior High School","Restricted Composite (Year 7-10)","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1943,"St Anthony's Catholic School (Huntly)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1944,"St Columba's Catholic School (Frankton)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1945,"St Francis School (Thames)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
1946,"St Joseph's Catholic School (Fairfield)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1947,"St Joseph's Catholic School (Matamata)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1948,"St Joseph's Catholic School (Matata)","Full Primary","State: Integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1949,"St Joseph's Catholic Sch (Morrinsville)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1950,"St Joseph's Catholic School (Opotiki)","Full Primary","State: Integrated","Co-Ed","Bay of Plenty Region","Opotiki District",2000,2017,1
1951,"St Joseph's Catholic School (Paeroa)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Hauraki District",2000,2017,1
1952,"St Joseph's Catholic School (Te Aroha)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1953,"St Joseph's Catholic School (Te Kuiti)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Waitomo District",2000,2017,1
1954,"St Joseph's Catholic School (Waihi)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Hauraki District",2000,2017,1
1955,"St Joseph's Catholic School (Whakatane)","Full Primary","State: Integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1957,"St Mary's Catholic School (Putaruru)","Full Primary","State: Integrated","Co-Ed","Waikato Region","South Waikato District",2000,2017,1
1958,"St Mary's Catholic School (Rotorua)","Contributing","State: Integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1959,"St Mary's Catholic School (Tauranga)","Contributing","State: Integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2004,2017,2
1959,"St Mary's Catholic School (Tauranga)","Full Primary","State: Integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2003,2
1960,"St Michael's Catholic School (Rotorua)","Contributing","State: Integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1961,"St Patrick's Catholic Sch (Taumarunui)","Full Primary","State: Integrated","Co-Ed","Manawatu-Wanganui Region","Ruapehu District",2000,2017,1
1962,"St Patrick's Catholic Sch (Te Awamutu)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1963,"St Paul's Catholic School (Ngaruawahia)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1964,"St Peter Chanel Catholic Sch (Te Rapa)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1965,"St Peter's Catholic School (Cambridge)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1966,"St Pius X Catholic School (Melville)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1967,"Stanley Avenue School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1968,"Strathmore School","Contributing","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2017,1
1969,"Sunset Junior High School","Restricted Composite (Year 7-10)","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2006,1
1970,"Sunset Primary School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1971,"Te Kura o Tahaaroa","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waitomo District",2000,2017,1
1972,"Tahuna School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1974,"Tainui Full Primary School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2017,1
1975,"Tairua School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
1976,"Tamahere Model Country School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1978,"Taneatua School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1979,"Tapapa School","Contributing","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2003,1
1980,"Tapu School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
1982,"Tarrangower School","Full Primary","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Ruapehu District",2000,2017,1
1983,"Tatuanui School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1984,"Tauhara School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Taupo District",2000,2017,1
1985,"Tauhei Combined School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1986,"Taumarunui Primary School","Full Primary","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Ruapehu District",2000,2017,1
1987,"Taupiri School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1988,"Taupo Intermediate","Intermediate","State: Not integrated","Co-Ed","Waikato Region","Taupo District",2000,2017,1
