"School ID","School Name","Type","Authority","Gender","Regional Council","TA with Auckland Local Board","From","To","Number of changes"
1636,"St Thomas More Catholic School","Contributing","State: Integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2004,2017,2
1636,"St Thomas More Catholic School","Full Primary","State: Integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2001,2003,2
1637,"AppleTree Education Centre","Full Primary","Private: Fully Reg.","Co-Ed","Auckland Region","Auckland- Devonport-Takapuna",2002,2009,2
1637,"AppleTree Education Centre","Full Primary","Private: Prov.Reg.","Co-Ed","Auckland Region","Auckland- Devonport-Takapuna",2001,2001,2
1638,"Rangitaiki Independent School","Composite (Year 1-15)","Private: Fully Reg.","Co-Ed","Bay of Plenty Region","Whakatane District",2004,2016,3
1638,"Rangitaiki Independent School","Full Primary","Private: Fully Reg.","Co-Ed","Bay of Plenty Region","Whakatane District",2002,2003,3
1638,"Rangitaiki Independent School","Full Primary","Private: Prov.Reg.","Co-Ed","Bay of Plenty Region","Whakatane District",2001,2001,3
1639,"Arorangi School","Full Primary","Private: Fully Reg.","Co-Ed","Waikato Region","South Waikato District",2002,2002,2
1639,"Arorangi School","Full Primary","Private: Prov.Reg.","Co-Ed","Waikato Region","South Waikato District",2001,2001,2
1640,"The Corelli School","Composite (Year 1-15)","Private: Fully Reg.","Co-Ed","Auckland Region","Auckland- Hibiscus and Bays",2003,2015,3
1640,"The Corelli School","Full Primary","Private: Fully Reg.","Co-Ed","Auckland Region","Auckland- Hibiscus and Bays",2002,2002,3
1640,"The Corelli School","Full Primary","Private: Prov.Reg.","Co-Ed","Auckland Region","Auckland- Hibiscus and Bays",2001,2001,3
1641,"Amana Christian School","Composite (Year 1-15)","Private: Fully Reg.","Co-Ed","Otago Region","Dunedin City",2015,2017,3
1641,"Amana Christian School","Full Primary","Private: Fully Reg.","Co-Ed","Otago Region","Dunedin City",2002,2014,3
1641,"Amana Christian School","Full Primary","Private: Prov.Reg.","Co-Ed","Otago Region","Dunedin City",2001,2001,3
1642,"Jireh School","Full Primary","Private: Fully Reg.","Co-Ed","Auckland Region","Auckland- Rodney",2002,2005,2
1642,"Jireh School","Full Primary","Private: Prov.Reg.","Co-Ed","Auckland Region","Auckland- Rodney",2001,2001,2
1643,"St Paul's School (Massey)","Contributing","State: Integrated","Co-Ed","Auckland Region","Auckland- Henderson-Massey",2002,2017,1
1644,"Breakthrough Education Centre","Contributing","Private: Prov.Reg.","Co-Ed","Northland Region","Whangarei District",2002,2002,2
1644,"Breakthrough Education Centre","Full Primary","Private: Fully Reg.","Co-Ed","Northland Region","Whangarei District",2003,2005,2
1645,"Te Kura o Torere","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Opotiki District",2002,2017,1
1646,"Wainuiomata Intermediate","Intermediate","State: Not integrated","Co-Ed","Wellington Region","Lower Hutt City",2002,2017,2
1647,"Konini Primary School (Wainuiomata)","Contributing","State: Not integrated","Co-Ed","Wellington Region","Lower Hutt City",2002,2017,1
1648,"Manaia View School","Full Primary","State: Not integrated","Co-Ed","Northland Region","Whangarei District",2002,2017,1
1649,"Fossil Bay Steiner School","Full Primary","Private: Prov.Reg.","Co-Ed","Auckland Region","Auckland- Waiheke",2002,2002,1
1650,"Drummond Primary School","Full Primary","State: Not integrated","Co-Ed","Southland Region","Southland District",2002,2017,1
1651,"TKKM o Wairarapa","Composite (Year 1-15)","State: Not integrated","Co-Ed","Wellington Region","Masterton District",2005,2017,2
1651,"TKKM o Wairarapa","Full Primary","State: Not integrated","Co-Ed","Wellington Region","Masterton District",2002,2004,2
1652,"Coromandel Learning Centre","Full Primary","Private: Fully Reg.","Co-Ed","Waikato Region","Thames-Coromandel District",2004,2007,2
1652,"Coromandel Learning Centre","Full Primary","Private: Prov.Reg.","Co-Ed","Waikato Region","Thames-Coromandel District",2003,2003,2
1654,"Motueka Rudolf Steiner School","Full Primary","Private: Fully Reg.","Co-Ed","Tasman Region","Tasman District",2004,2017,2
1654,"Motueka Rudolf Steiner School","Full Primary","Private: Prov.Reg.","Co-Ed","Tasman Region","Tasman District",2003,2003,2
1655,"Destiny School","Composite (Year 1-15)","Private: Fully Reg.","Co-Ed","Auckland Region","Auckland- Manurewa",2011,2017,3
1655,"Destiny School","Full Primary","Private: Fully Reg.","Co-Ed","Auckland Region","Auckland- Manurewa",2004,2010,3
1655,"Destiny School","Full Primary","Private: Prov.Reg.","Co-Ed","Auckland Region","Auckland- Manurewa",2003,2003,3
1656,"NZ College of Sport and Education","Full Primary","Private: Prov.Reg.","Co-Ed","Auckland Region","Auckland- Waitemata",2004,2004,1
1657,"Silverstream (South) Primary School","Contributing","State: Not integrated","Co-Ed","Otago Region","Dunedin City",2004,2017,1
1658,"Putaruru Primary School","Contributing","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2004,2017,1
1659,"Lakeview School","Full Primary","State: Not integrated","Co-Ed","Wellington Region","Masterton District",2004,2017,1
1660,"Masterton Primary School","Contributing","State: Not integrated","Co-Ed","Wellington Region","Masterton District",2004,2017,1
1661,"Douglas Park School","Contributing","State: Not integrated","Co-Ed","Wellington Region","Masterton District",2004,2017,1
1662,"Huia Range School","Full Primary","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Tararua District",2004,2017,1
1663,"Stella Maris Primary School","Full Primary","State: Integrated","Co-Ed","Auckland Region","Auckland- Hibiscus and Bays",2005,2017,1
1666,"Te Kura o Waikare","Full Primary","State: Not integrated","Co-Ed","Northland Region","Far North District",2005,2017,1
1667,"Whangaruru School","Full Primary","State: Not integrated","Co-Ed","Northland Region","Whangarei District",2005,2017,1
1668,"Wairoa Primary School","Contributing","State: Not integrated","Co-Ed","Hawkes Bay Region","Wairoa District",2005,2017,2
1669,"Tiaho Primary School","Contributing","State: Not integrated","Co-Ed","Hawkes Bay Region","Wairoa District",2005,2017,1
1670,"TKKM o Te Ara Whanui","Composite (Year 1-15)","State: Not integrated","Co-Ed","Wellington Region","Lower Hutt City",2009,2017,2
1670,"TKKM o Te Ara Whanui","Full Primary","State: Not integrated","Co-Ed","Wellington Region","Lower Hutt City",2000,2008,2
1672,"TKKM o Nga Uri A Maui","Composite (Year 1-15)","State: Not integrated","Co-Ed","Gisborne Region","Gisborne District",2010,2017,2
1672,"TKKM o Nga Uri A Maui","Full Primary","State: Not integrated","Co-Ed","Gisborne Region","Gisborne District",2000,2009,2
1673,"TKKM o Te Waiu o Ngati Porou","Composite (Year 1-15)","State: Not integrated","Co-Ed","Gisborne Region","Gisborne District",2001,2017,2
1673,"TKKM o Te Waiu o Ngati Porou","Full Primary","State: Not integrated","Co-Ed","Gisborne Region","Gisborne District",2000,2000,2
1674,"TKKM o Te Wananga Whare Tapere o Takitimu","Composite (Year 1-15)","State: Not integrated","Co-Ed","Hawkes Bay Region","Hastings District",2016,2017,2
1674,"TKKM o Te Wananga Whare Tapere o Takitimu","Full Primary","State: Not integrated","Co-Ed","Hawkes Bay Region","Hastings District",2000,2015,2
1675,"Ruakituri School","Full Primary","State: Not integrated","Co-Ed","Hawkes Bay Region","Wairoa District",2005,2017,2
1676,"Te Mahia School","Full Primary","State: Not integrated","Co-Ed","Hawkes Bay Region","Wairoa District",2005,2017,2
1677,"Mohaka School","Full Primary","State: Not integrated","Co-Ed","Hawkes Bay Region","Wairoa District",2005,2017,2
1678,"Te Kura o Waikaremoana","Full Primary","State: Not integrated","Co-Ed","Hawkes Bay Region","Wairoa District",2005,2017,1
1679,"Rahotu School","Full Primary","State: Not integrated","Co-Ed","Taranaki Region","South Taranaki District",2005,2017,2
1680,"Aberdeen School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1681,"Allandale School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1682,"Amisfield School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2017,1
1683,"Aorangi School (Rotorua)","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1684,"Apanui School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1685,"Arapuni School","Contributing","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2000,1
1686,"Arataki School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1687,"Aria School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waitomo District",2000,2017,1
1688,"Arohena School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Otorohanga District",2000,2017,1
1689,"Ashbrook School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Opotiki District",2000,2017,1
1691,"Awakeri School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1693,"Bankwood School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1694,"Bellevue School (Tauranga)","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1695,"Berkley Normal Middle School","Restricted Composite (Year 7-10)","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1696,"TKKM o Bernard Fergusson","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1697,"Bethlehem School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1698,"Broadlands School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Rotorua District",2000,2017,1
1699,"Brookfield School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1700,"Cambridge East School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1701,"Cambridge Middle School","Restricted Composite (Year 7-10)","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1702,"Cambridge School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1703,"Cambridge Street School","Contributing","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2003,1
1704,"Cargill Open Plan School","Contributing","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2017,1
1705,"Centennial Park School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waitomo District",2000,2017,1
1706,"Colville School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
1707,"Coroglen School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
1708,"David Henry School","Contributing","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2017,1
1709,"David Street School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1710,"Deanwell School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1711,"Edgecumbe School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1713,"Elstow-Waihou Combined School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1714,"Eureka School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2003,1
1715,"Fairfield Intermediate","Intermediate","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1716,"Fairfield Primary School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1717,"Fairhaven School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
1718,"TKKM o Te Ara Rima","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1719,"Firth School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1720,"Forest Lake School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1721,"Frankton School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1722,"Galatea School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1723,"Glen Massey School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1724,"Glenholme School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1725,"Glenview School (Hamilton)","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1726,"Goldfields School (Paeroa)","Special School","State: Not integrated","Co-Ed","Waikato Region","Hauraki District",2000,2017,1
1727,"Goodwood School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1728,"Gordonton School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1729,"Greenpark School (Tauranga)","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1730,"Greerton Village School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1731,"Hamilton East School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1732,"Hamilton North School","Special School","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1733,"Hamilton West School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1734,"Hangatiki Primary School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waitomo District",2000,2011,1
1735,"Hautapu School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1736,"Hauturu School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Otorohanga District",2000,2017,1
1737,"Hikuai School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
1738,"Hikutaia School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
1739,"Hillcrest Normal School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1740,"Hilltop School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Taupo District",2000,2017,1
1741,"Hinuera School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1742,"Hirangi School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Taupo District",2000,2003,1
1743,"Hoe-O-Tainui School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2001,1
1744,"Horahora School (Cambridge)","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1745,"Horohoro School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Rotorua District",2000,2017,1
1746,"Horotiu School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1747,"Horsham Downs School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1748,"TKKM o Huiarau","Composite (Year 1-15)","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1749,"Hukanui School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1750,"St Patrick's Catholic School (Taupo)","Full Primary","State: Integrated","Co-Ed","Waikato Region","Taupo District",2000,2017,1
1751,"Huntly School (Waikato)","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1752,"Huntly West School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1753,"Insoll Avenue School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1754,"Rangitaiki School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Taupo District",2000,2017,1
1755,"James Street School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1756,"Kaharoa School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1757,"Kaihere School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Hauraki District",2000,2017,1
1758,"Kaimai School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
1759,"Kaingaroa Forest School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1760,"Kaipaki School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1761,"Kaitao Intermediate","Intermediate","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1762,"Tauranga Special School","Special School","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1763,"Karangahake School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Hauraki District",2000,2017,1
1764,"Karapiro School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1765,"Katikati Primary School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
1766,"Kawaha Point School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1767,"Kawerau Central School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Kawerau District",2000,2011,1
1768,"Kawerau Intermediate","Intermediate","State: Not integrated","Co-Ed","Bay of Plenty Region","Kawerau District",2000,2012,1
1769,"Kawerau North School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Kawerau District",2000,2011,1
1770,"Kawerau South School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Kawerau District",2000,2017,1
1771,"Kawhia School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Otorohanga District",2000,2017,1
1772,"Kea Street Specialist School","Special School","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1773,"TKKM o Harataunga","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
1774,"Kereone School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2013,1
1775,"Kerepehi School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Hauraki District",2000,2017,1
1776,"Kihikihi School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2013,2
1776,"Kihikihi School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2014,2017,2
1777,"Kimihia School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1778,"Kinohaku School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waitomo District",2000,2017,1
1779,"Kio Kio School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Otorohanga District",2000,2017,1
1780,"Kiwitahi School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1781,"Knighton Normal School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1782,"Kopuarahi School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Hauraki District",2000,2017,1
1783,"Korakonui School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Otorohanga District",2000,2017,1
1784,"Koromatua School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1785,"Kuratau School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Taupo District",2000,2017,1
1786,"Kutarere School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Opotiki District",2000,2017,1
1787,"Lake Rerewhakaaitu School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1788,"Lake Rotoma School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1789,"Leamington School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1790,"Lichfield School","Contributing","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2017,1
1791,"Lynmore Primary School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1792,"Maeroa Intermediate","Intermediate","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1793,"Maihiihi School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Otorohanga District",2000,2017,1
1794,"Maketu School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
1795,"Southern Lakes Christian School","Composite (Year 1-15)","Private: Fully Reg.","Co-Ed","Otago Region","Queenstown-Lakes District",2003,2010,2
1795,"Southern Lakes Christian School","Full Primary","Private: Fully Reg.","Co-Ed","Otago Region","Queenstown-Lakes District",2000,2002,2
1796,"Malfroy School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1797,"Mamaku School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1798,"Te Wharekura o Manaia","Composite (Year 1-15)","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2009,2017,2
1798,"Te Wharekura o Manaia","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2008,2
1799,"Manawahe School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2010,1
1800,"Manawaru School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1803,"Mangateparu School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2004,1
1805,"Mapiu School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waitomo District",2000,2017,1
1806,"Te Kura Mana Maori Maraenui","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Opotiki District",2000,2017,1
1808,"Marotiri School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Taupo District",2000,2017,1
1809,"Te Kura Mana Maori o Matahi","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1811,"Te Kura o Te Moutere O Matakana","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
1812,"Matamata Intermediate","Intermediate","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1813,"Matamata Primary School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1814,"Matangi School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1815,"Te Kura o Matapihi","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2014,2
1815,"Te Kura o Matapihi","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2015,2017,2
1818,"Matata School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1819,"Matatoki School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
1820,"Matua School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1821,"Maungatapu School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1822,"Maungatautari School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2010,1
1823,"Melville Intermediate","Intermediate","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1824,"Melville Primary School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1825,"Merivale School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1826,"Mihi School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Rotorua District",2000,2017,1
1827,"Miller Avenue School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Hauraki District",2000,2017,1
1828,"Minginui Forest School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2003,1
1829,"Moanataiari School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Thames-Coromandel District",2000,2017,1
1832,"Mokoia Intermediate","Intermediate","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1833,"Morrinsville Intermediate","Intermediate","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1834,"Morrinsville School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1835,"Motumaoho School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2017,1
1836,"Mountview School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Taupo District",2000,2017,1
1837,"Mt Maunganui Intermediate","Intermediate","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1838,"Mt Maunganui School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1839,"Murupara School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2012,1
1840,"Naike School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2003,1
1841,"Nawton School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Hamilton City",2000,2017,1
1842,"Netherton School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Hauraki District",2000,2017,1
1843,"Newstead Model School","Contributing","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1844,"Ngahinapouri School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1845,"Ngakonui Valley School","Full Primary","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Ruapehu District",2000,2017,1
1846,"Ngakuru School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Rotorua District",2000,2017,1
1847,"Te Kura o Ngapuke","Full Primary","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Ruapehu District",2000,2017,1
1848,"Ngarua School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2000,2000,1
1849,"Ngaruawahia School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1850,"Ngatea School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Hauraki District",2000,2017,1
1851,"Ngati Haua School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1852,"Ngongotaha School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2000,2017,1
1853,"Ngutunui School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Otorohanga District",2000,2017,1
1854,"Nukuhou North School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1855,"Ohaupo School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waipa District",2000,2017,1
1856,"Ohinewai School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Waikato District",2000,2017,1
1857,"Ohope Beach School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Whakatane District",2000,2017,1
1858,"Kuranui Primary School","Contributing","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2000,2017,1
1859,"Te Kura o Omaio","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Opotiki District",2000,2015,1
1860,"Omanu School","Contributing","State: Not integrated","Co-Ed","Bay of Plenty Region","Tauranga City",2000,2017,1
1861,"Omarumutu School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Opotiki District",2000,2017,1
1862,"Omokoroa Point School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
1863,"Omokoroa School","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Western Bay of Plenty District",2000,2017,1
1864,"Oparau School","Full Primary","State: Not integrated","Co-Ed","Waikato Region","Otorohanga District",2000,2006,1
